"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Caprin1",2.57715163591729e-13,0.689604351414958,0.603,0.256,3.70929434957575e-09,"2","Caprin1"
"Atp2b1",2.58194125248917e-13,0.783026625947029,0.364,0.113,3.71618804470766e-09,"2","Atp2b1"
"Tonsl",2.72588550256121e-13,0.44705885450545,0.689,0.316,3.92336700383635e-09,"2","Tonsl"
"Nudt19",2.86881711264767e-13,0.671233439512376,0.391,0.127,4.12908847023379e-09,"2","Nudt19"
"Ttll1",3.27649122837521e-13,1.49536297366069,0.325,0.095,4.71585382500044e-09,"2","Ttll1"
"Nktr",3.34924126106613e-13,0.949236163609014,0.517,0.206,4.82056294705249e-09,"2","Nktr"
"Ube3a",3.88510675157897e-13,0.764363219567489,0.623,0.266,5.59183414754761e-09,"2","Ube3a"
"Gdi1",4.1255324973253e-13,0.595948954306736,0.715,0.343,5.9378789234003e-09,"2","Gdi1"
"Epha5",4.88161505113183e-13,0.333430149858448,0.781,0.397,7.02610854309404e-09,"2","Epha5"
"Srpk2",4.88215138976795e-13,0.942257583167638,0.543,0.225,7.02688049529301e-09,"2","Srpk2"
"Frat2",5.04589778717931e-13,1.25567318859461,0.384,0.139,7.26256068508718e-09,"2","Frat2"
"Nagk",5.08474373965985e-13,0.544549681050986,0.464,0.165,7.31847166449242e-09,"2","Nagk"
"Atpif11",5.30005827505961e-13,0.423584603235324,0.993,0.734,7.6283738752933e-09,"2","Atpif1"
"Polb",5.62699162821949e-13,0.613726462327969,0.457,0.164,8.09892905049631e-09,"2","Polb"
"Snap25",5.71537530158893e-13,1.11707067291271,0.338,0.098,8.22613967157695e-09,"2","Snap25"
"Arhgef7",5.74126471515306e-13,1.48963861731202,0.331,0.1,8.2634023045198e-09,"2","Arhgef7"
"Kidins220",6.11867181854724e-13,1.25789699097446,0.338,0.104,8.80660434843505e-09,"2","Kidins220"
"Pum1",6.9055272430353e-13,1.11204019354707,0.424,0.149,9.93912536090071e-09,"2","Pum1"
"Drap1",6.93053713185861e-13,0.449027263954464,0.669,0.303,9.9751220938841e-09,"2","Drap1"
"Cep70",7.63127358477867e-13,1.12859172528061,0.258,0.063,1.09836920705719e-08,"2","Cep70"
"Zcchc18",7.75102679370294e-13,0.782780551249452,0.517,0.206,1.11560528641766e-08,"2","Zcchc18"
"Kmt2e",7.98446380863157e-13,0.821982953912335,0.589,0.275,1.14920387597634e-08,"2","Kmt2e"
"Ptn1",8.01408389915639e-13,0.438637648286976,0.841,0.444,1.15346709560558e-08,"2","Ptn"
"Snap471",8.20381088153578e-13,0.645739912127698,0.596,0.264,1.18077450017944e-08,"2","Snap47"
"R3hdm1",8.27937931845701e-13,0.921688165044354,0.483,0.19,1.19165106530552e-08,"2","R3hdm1"
"1500011B03Rik",8.34735254088622e-13,0.897268732689767,0.424,0.149,1.20143445120975e-08,"2","1500011B03Rik"
"Tmem57",8.41269010931454e-13,0.915752567205331,0.497,0.196,1.21083848743364e-08,"2","Tmem57"
"Itpk1",8.64684969072405e-13,1.15488505264385,0.344,0.107,1.24454107598591e-08,"2","Itpk1"
"Atp6v1e11",9.04842409562584e-13,0.465840361964289,0.689,0.334,1.30233968008343e-08,"2","Atp6v1e1"
"PISD",9.49218617003845e-13,0.555819999874358,0.636,0.278,1.36621035545363e-08,"2","PISD"
"Ube2d11",1.02124439380837e-12,0.41880685190261,0.589,0.265,1.46987705600839e-08,"2","Ube2d1"
"Trappc4",1.09845579564742e-12,0.51591105206303,0.689,0.344,1.58100742667533e-08,"2","Trappc4"
"Myl12b",1.1399206616958e-12,0.600640360305116,0.695,0.337,1.64068780837877e-08,"2","Myl12b"
"Yrdc",1.29026018046681e-12,1.25980419492366,0.371,0.124,1.85707147774587e-08,"2","Yrdc"
"Selk",1.36120356548846e-12,0.500379603309185,0.894,0.527,1.95918029180754e-08,"2","Selk"
"Dap3",1.41838182342966e-12,0.908200270585626,0.47,0.18,2.04147695846231e-08,"2","Dap3"
"Nbea",1.44076109831465e-12,1.22402354322668,0.364,0.117,2.07368744880428e-08,"2","Nbea"
"Atf7ip",1.45998970100277e-12,1.36598896462636,0.305,0.088,2.10136317665329e-08,"2","Atf7ip"
"Mrpl34",1.46849706634682e-12,0.403621337670024,0.682,0.328,2.11360782759297e-08,"2","Mrpl34"
"Itm2b",1.51820170873605e-12,0.471504626437345,0.868,0.49,2.1851477193838e-08,"2","Itm2b"
"Zfp57",1.63672968038101e-12,1.22425867939577,0.411,0.151,2.35574502897239e-08,"2","Zfp57"
"Plxna2",1.68831641145597e-12,1.08517605478078,0.377,0.129,2.42999381100858e-08,"2","Plxna2"
"Gm98441",1.71839664166292e-12,0.702399753784027,0.457,0.173,2.47328828634544e-08,"2","Gm9844"
"Abhd11",1.8027812378019e-12,1.05508087272061,0.272,0.072,2.59474303556827e-08,"2","Abhd11"
"Chl1",1.86477986744751e-12,1.17590693070577,0.311,0.091,2.6839776632172e-08,"2","Chl1"
"Map1lc3b1",2.14690997974728e-12,0.352725479089103,0.94,0.567,3.09004753385025e-08,"2","Map1lc3b"
"Krit1",2.24672651048762e-12,1.11014386694336,0.497,0.214,3.23371346654483e-08,"2","Krit1"
"Wbp2",2.34103625045413e-12,0.780578740702142,0.53,0.221,3.36945347527863e-08,"2","Wbp2"
"Tubb5",2.39960877413361e-12,0.385958023217916,1,0.896,3.45375690861051e-08,"2","Tubb5"
"Fam177a",2.46870880726472e-12,0.744712337294417,0.364,0.119,3.55321258629612e-08,"2","Fam177a"
"Kif21b",2.8984021546769e-12,0.805208941115419,0.464,0.183,4.17167022122646e-08,"2","Kif21b"
"Rbm25",3.02240261813687e-12,0.496558352977918,0.788,0.416,4.3501440882844e-08,"2","Rbm25"
"Ccnl2",3.12614740369193e-12,0.777580170513677,0.47,0.19,4.4994639581338e-08,"2","Ccnl2"
"Ywhaz",3.23060573562765e-12,0.577778494217851,0.656,0.306,4.64981083528887e-08,"2","Ywhaz"
"Khdrbs2",3.39298140996838e-12,0.984550749988183,0.351,0.111,4.88351814336749e-08,"2","Khdrbs2"
"Trib2",3.54369999080922e-12,1.51975541632759,0.278,0.076,5.10044739677171e-08,"2","Trib2"
"Odc1",3.64677999272069e-12,0.56259403501511,0.57,0.25,5.24881044352289e-08,"2","Odc1"
"Brd3",3.73381722748255e-12,0.652639361469247,0.53,0.225,5.37408313551564e-08,"2","Brd3"
"Zfp68",3.79714841078597e-12,1.01659596820691,0.371,0.126,5.46523570764425e-08,"2","Zfp68"
"Hn1",3.87604631378274e-12,0.509590049952233,0.98,0.701,5.5787934594275e-08,"2","Hn1"
"Tcf4",3.97389492394637e-12,0.480779207084757,0.98,0.567,5.71962696403601e-08,"2","Tcf4"
"Fyn",3.99813034009902e-12,0.811934373782816,0.45,0.179,5.75450899850452e-08,"2","Fyn"
"Gars",4.28289750001571e-12,0.824499014402209,0.51,0.214,6.16437437177261e-08,"2","Gars"
"Calm1",4.3024201373136e-12,0.44391961266455,0.974,0.717,6.19247330363547e-08,"2","Calm1"
"Zranb1",4.32777651233672e-12,1.15918046768375,0.384,0.132,6.22896873420625e-08,"2","Zranb1"
"Rabep1",4.41451705220371e-12,0.987981565543632,0.318,0.095,6.3538143932368e-08,"2","Rabep1"
"Gsk3b",4.62001840704062e-12,0.470184573103827,0.735,0.372,6.64959249325357e-08,"2","Gsk3b"
"Cuedc2",4.73426570195924e-12,0.296779257200286,0.821,0.442,6.81402862482994e-08,"2","Cuedc2"
"Syngr3",5.18472934157055e-12,1.17556226609744,0.258,0.066,7.46238094132249e-08,"2","Syngr3"
"Ahsa21",5.21513407289022e-12,0.337588235315565,0.629,0.287,7.5061424711109e-08,"2","Ahsa2"
"Rnf165",5.44572499095387e-12,0.941770767884812,0.536,0.23,7.83803197947991e-08,"2","Rnf165"
"Tbcb",5.59753458334241e-12,0.53036318943881,0.755,0.4,8.05653152580473e-08,"2","Tbcb"
"Ctnnbip1",5.95732156477999e-12,0.573846292459007,0.609,0.278,8.57437292818784e-08,"2","Ctnnbip1"
"Cib2",6.70154778463574e-12,1.33163080633966,0.305,0.092,9.64553772642623e-08,"2","Cib2"
"Sgf29",6.77552922321129e-12,0.555069136895677,0.291,0.081,9.75201921096801e-08,"2","Sgf29"
"mt-Co2",7.00330829961811e-12,0.508200113550283,0.993,0.738,1.00798616356403e-07,"2","mt-Co2"
"Mtf2",7.21119665050597e-12,1.0712391749567,0.411,0.155,1.03790753390732e-07,"2","Mtf2"
"Rnf182",7.64149072086331e-12,1.20515351092499,0.331,0.11,1.09983975945386e-07,"2","Rnf182"
"Lrpap1",8.606626482317e-12,0.534927777811604,0.464,0.183,1.23875174959989e-07,"2","Lrpap1"
"Vamp21",9.40623464293864e-12,0.624890491226614,0.483,0.199,1.35383935215816e-07,"2","Vamp2"
"Clstn1",9.43703693835263e-12,1.17021531147308,0.364,0.127,1.35827272653709e-07,"2","Clstn1"
"Sox5",1.00316029199996e-11,1.70902075831949,0.278,0.081,1.44384860827554e-07,"2","Sox5"
"Matr3",1.01436480094888e-11,0.540024972192666,0.669,0.327,1.45997525800573e-07,"2","Matr3"
"Rab33a",1.02968902578857e-11,0.873940282397994,0.331,0.108,1.48203141481749e-07,"2","Rab33a"
"Dctn3",1.03150793146237e-11,0.390817447596597,0.828,0.439,1.48464936575378e-07,"2","Dctn3"
"Pak7",1.07943544111656e-11,1.49849459531873,0.291,0.086,1.55363143039906e-07,"2","Pak7"
"Foxn3",1.0886484472093e-11,1.6562598647696,0.265,0.072,1.56689171006834e-07,"2","Foxn3"
"Mycbp2",1.11026696422451e-11,0.811557109166198,0.43,0.163,1.59800724160834e-07,"2","Mycbp2"
"Med101",1.18041909306787e-11,0.283555167770002,0.609,0.272,1.69897720065259e-07,"2","Med10"
"Gpsm1",1.3004885882233e-11,0.883876602555163,0.358,0.12,1.87179322502979e-07,"2","Gpsm1"
"Gatad2b",1.30240121063996e-11,0.784193828053589,0.464,0.18,1.87454606247409e-07,"2","Gatad2b"
"Mpped1",1.3102651997595e-11,0.348913233583748,0.682,0.318,1.88586470201384e-07,"2","Mpped1"
"Add1",1.31667252733002e-11,0.92031885232894,0.417,0.157,1.8950867685861e-07,"2","Add1"
"Commd31",1.35604003373411e-11,0.473878771175976,0.642,0.312,1.9517484205535e-07,"2","Commd3"
"Lhx2",1.39157677474636e-11,0.404142119378127,0.636,0.266,2.00289645189244e-07,"2","Lhx2"
"Amn1",1.43558430425614e-11,0.595145784892543,0.464,0.179,2.06623648911586e-07,"2","Amn1"
"Tmem59",1.43991452740587e-11,0.339516600350069,0.682,0.344,2.07246897929527e-07,"2","Tmem59"
"Gtf3a",1.45344055452621e-11,0.551590076927091,0.411,0.146,2.09193699012958e-07,"2","Gtf3a"
"Dazap1",1.47513916306615e-11,0.237607869167562,0.748,0.382,2.12316779740111e-07,"2","Dazap1"
"Chd8",1.49850759679548e-11,1.47468239255955,0.291,0.085,2.15680198406773e-07,"2","Chd8"
"Llph",1.57963007507136e-11,0.539000997290814,0.556,0.247,2.2735615670502e-07,"2","Llph"
"Phf20l1",1.62745080291872e-11,1.06184164086438,0.351,0.12,2.34238994064091e-07,"2","Phf20l1"
"Prmt21",1.69313212057563e-11,0.369071123359864,0.517,0.217,2.43692506114451e-07,"2","Prmt2"
"Mcts11",1.71030772315959e-11,0.66351927321927,0.51,0.212,2.4616459059436e-07,"2","Mcts1"
"Emc101",1.75171644159033e-11,0.329420774863077,0.689,0.331,2.52124547438096e-07,"2","Emc10"
"Fam171a2",1.76942785417444e-11,0.892458583789637,0.351,0.119,2.54673751051327e-07,"2","Fam171a2"
"mt-Atp6",1.86092999637453e-11,0.463920397408399,1,0.83,2.67843654378187e-07,"2","mt-Atp6"
"Nicn1",1.87371072526016e-11,0.883243546478289,0.377,0.132,2.69683184686695e-07,"2","Nicn1"
"Traf41",1.94534930562425e-11,0.644035910714258,0.49,0.202,2.79994125558498e-07,"2","Traf4"
"Bud31",2.04412463540896e-11,0.334831147940882,0.642,0.313,2.94210858774412e-07,"2","Bud31"
"Sobp",2.04596539458547e-11,1.32473226094719,0.272,0.076,2.94475799242687e-07,"2","Sobp"
"Bscl2",2.04911111178442e-11,1.32985868978179,0.305,0.097,2.94928562319131e-07,"2","Bscl2"
"Vangl2",2.12835593078444e-11,1.08273636145627,0.424,0.165,3.06334269117805e-07,"2","Vangl2"
"Nme1",2.14847104489145e-11,0.42537915599083,0.934,0.597,3.09229437491227e-07,"2","Nme1"
"Panx1",2.2704160098496e-11,1.46182064208433,0.258,0.07,3.26780976297653e-07,"2","Panx1"
"Chga",2.55827168239695e-11,0.91776098295581,0.351,0.12,3.68212043247393e-07,"2","Chga"
"Rnf146",2.59377930327028e-11,1.02673294235561,0.344,0.117,3.73322655119691e-07,"2","Rnf146"
"Pgrmc1",2.59500838679518e-11,0.389207608905548,0.715,0.365,3.7349955711143e-07,"2","Pgrmc1"
"Adgrl1",2.64039118918105e-11,0.821053560085573,0.397,0.145,3.80031503858829e-07,"2","Adgrl1"
"Psme11",2.78963548942182e-11,0.540437781172038,0.589,0.281,4.01512235992482e-07,"2","Psme1"
"Rab6a",2.79604795793211e-11,0.739756705552989,0.576,0.274,4.02435182585169e-07,"2","Rab6a"
"Cdkn1c",2.84663953383901e-11,0.859531324125424,0.364,0.129,4.09716828105449e-07,"2","Cdkn1c"
"Gnaq",2.86872655973093e-11,1.20575887765932,0.358,0.123,4.12895813742072e-07,"2","Gnaq"
"Sdf4",2.9115068599127e-11,0.567615781895426,0.477,0.189,4.19053182347235e-07,"2","Sdf4"
"Nav1",3.00968949399688e-11,1.02468058612598,0.457,0.183,4.33184608870971e-07,"2","Nav1"
"Rtf1",3.05804719910261e-11,0.323443219546023,0.735,0.378,4.40144733366839e-07,"2","Rtf1"
"Nans",3.26326867073196e-11,0.535549432943097,0.437,0.165,4.69682259778451e-07,"2","Nans"
"C130071C03Rik",3.35597798644367e-11,0.641902194207883,0.464,0.183,4.83025911588838e-07,"2","C130071C03Rik"
"Mgst3",3.63759629712475e-11,0.77639525206366,0.377,0.135,5.23559235045165e-07,"2","Mgst3"
"Srrm4",3.75184885391887e-11,0.736405463442297,0.503,0.211,5.40003605544543e-07,"2","Srrm4"
"Csde1",4.12585919558492e-11,0.502505671930245,0.583,0.269,5.93834914020538e-07,"2","Csde1"
"Stx16",4.26214504536452e-11,1.05356546319369,0.45,0.184,6.13450536379316e-07,"2","Stx16"
"Zfp644",4.50233854494231e-11,0.956789640952748,0.43,0.171,6.48021586773547e-07,"2","Zfp644"
"Ppa1",4.52711636574822e-11,0.372919396002277,0.623,0.291,6.51587858522142e-07,"2","Ppa1"
"Zdhhc16",4.58386520661473e-11,1.1476283031734,0.272,0.079,6.59755719188058e-07,"2","Zdhhc16"
"4930402H24Rik",4.6828575526794e-11,1.06242135200706,0.397,0.152,6.74003687557146e-07,"2","4930402H24Rik"
"Ing4",5.7977608189913e-11,0.41444362477044,0.609,0.284,8.34471714677418e-07,"2","Ing4"
"Cct4",5.96099918935938e-11,0.472329603636001,0.828,0.471,8.57966613324496e-07,"2","Cct4"
"Dusp1",6.21091521485771e-11,0.843415139804342,0.404,0.154,8.9393702687447e-07,"2","Dusp1"
"Smarcb1",6.84252517061416e-11,0.281325076252415,0.735,0.378,9.84844647806496e-07,"2","Smarcb1"
"Akap9",6.97632902192859e-11,0.580167075065836,0.629,0.305,1.00410303612618e-06,"2","Akap9"
"Rhob",7.22849230697103e-11,0.702263786747051,0.411,0.155,1.04039689774234e-06,"2","Rhob"
"Pick1",7.23147881292113e-11,0.809081012694565,0.325,0.107,1.04082674554374e-06,"2","Pick1"
"Cmas",7.36401334771465e-11,0.765134800513856,0.391,0.149,1.05990244113657e-06,"2","Cmas"
"Sptbn1",7.50384453567599e-11,0.803975638029514,0.325,0.104,1.08002834401985e-06,"2","Sptbn1"
"Wsb1",7.97167413788664e-11,0.479665212108313,0.424,0.165,1.14736305866602e-06,"2","Wsb1"
"R3hdm4",8.63599137835909e-11,0.491164648321057,0.656,0.321,1.24297823908722e-06,"2","R3hdm4"
"Ahi1",9.18593595599939e-11,0.838158691690597,0.377,0.142,1.32213176214699e-06,"2","Ahi1"
"Ccni",9.59455173473171e-11,0.535040748636,0.629,0.296,1.38094383117994e-06,"2","Ccni"
"Nrxn2",9.61022520822589e-11,0.377563455136925,0.457,0.176,1.38319971421995e-06,"2","Nrxn2"
"mt-Nd2",9.62403085045023e-11,0.524798394545819,0.934,0.578,1.3851867603053e-06,"2","mt-Nd2"
"mt-Nd4",9.6782140685308e-11,0.515176067517731,0.98,0.682,1.39298535088364e-06,"2","mt-Nd4"
"Kdm5b",1.00530801976107e-10,0.785558322809539,0.417,0.167,1.44693983284211e-06,"2","Kdm5b"
"Slf1",1.04908277639325e-10,1.2208918967079,0.291,0.089,1.50994484006281e-06,"2","Slf1"
"Erc1",1.05158254977498e-10,0.944841634287582,0.272,0.079,1.51354276389113e-06,"2","Erc1"
"Wnk1",1.07596162616364e-10,1.26661283309518,0.291,0.092,1.54863156853733e-06,"2","Wnk1"
"Zfp637",1.0957314390292e-10,0.477801318435615,0.596,0.283,1.57708626019473e-06,"2","Zfp637"
"Fscn11",1.10867144786169e-10,0.259767547759922,0.735,0.381,1.59571081490733e-06,"2","Fscn1"
"Tax1bp31",1.11697206608995e-10,0.551571018283273,0.457,0.183,1.60765789472327e-06,"2","Tax1bp3"
"Atcay",1.246632174101e-10,0.949953845179618,0.311,0.1,1.79427768818358e-06,"2","Atcay"
"Ssbp4",1.2611077563715e-10,0.548200516858257,0.344,0.119,1.8151123937455e-06,"2","Ssbp4"
"Pak3",1.31029797356847e-10,1.344597029541,0.265,0.076,1.8859118733571e-06,"2","Pak3"
"Bok",1.31475395477075e-10,0.847250527070622,0.298,0.092,1.89232536710154e-06,"2","Bok"
"9330159F19Rik",1.34795676311049e-10,1.42606675112414,0.272,0.083,1.94011416914493e-06,"2","9330159F19Rik"
"Rac3",1.35658056276349e-10,0.568340185810755,0.358,0.127,1.95252640398549e-06,"2","Rac3"
"Vps26b",1.37296072853456e-10,0.86474267962977,0.298,0.095,1.97610237657979e-06,"2","Vps26b"
"Brwd1",1.46051940352502e-10,0.870530485373721,0.411,0.165,2.10212557749356e-06,"2","Brwd1"
"Mprip",1.48218569144647e-10,1.15579643305096,0.318,0.107,2.13330986569891e-06,"2","Mprip"
"Fibp",1.48812960462336e-10,0.440472640678883,0.497,0.206,2.1418649399344e-06,"2","Fibp"
"Top2b1",1.49388101681901e-10,0.360888676374736,0.437,0.18,2.1501429475076e-06,"2","Top2b"
"Itsn1",1.64470329766332e-10,1.36644100650235,0.291,0.095,2.36722145632681e-06,"2","Itsn1"
"Nr2f1",1.73817698357953e-10,0.926285656321366,0.503,0.237,2.50175813246602e-06,"2","Nr2f1"
"Tmem132a",1.74090251574786e-10,1.14957379865373,0.311,0.102,2.50568099091589e-06,"2","Tmem132a"
"Kif3a",1.76940225629573e-10,0.897938921466062,0.444,0.184,2.54670066748644e-06,"2","Kif3a"
"Fos",1.87609713890597e-10,0.588365015460348,0.397,0.152,2.70026661202736e-06,"2","Fos"
"Actg1",1.94764227421024e-10,0.390250818349501,0.987,0.864,2.8032415252708e-06,"2","Actg1"
"Nisch",2.01567284799831e-10,0.488077683828661,0.583,0.284,2.90115793012397e-06,"2","Nisch"
"Zmiz2",2.06799204726611e-10,0.642333969931835,0.384,0.146,2.97646095363011e-06,"2","Zmiz2"
"Bptf",2.09463179482917e-10,1.11496056661606,0.384,0.154,3.01480354229763e-06,"2","Bptf"
"G3bp2",2.10859144263034e-10,0.390020681186077,0.603,0.287,3.03489566337785e-06,"2","G3bp2"
"Igfbp2",2.22132907031923e-10,0.29783647283534,0.523,0.242,3.19715893091047e-06,"2","Igfbp2"
"Insm1",2.26170472563039e-10,0.793910516064476,0.305,0.104,3.25527161159982e-06,"2","Insm1"
"Ptbp21",2.30091457394838e-10,0.241247004098281,0.51,0.223,3.31170634628391e-06,"2","Ptbp2"
"Trappc3",2.38344402501285e-10,0.340082888358471,0.563,0.253,3.43049098520099e-06,"2","Trappc3"
"Vti1b1",2.38493104597818e-10,0.304762415235513,0.464,0.192,3.4326312544764e-06,"2","Vti1b"
"Bex2",2.41732094689779e-10,0.34262786143786,0.907,0.545,3.47925003886998e-06,"2","Bex2"
"Exosc9",2.46587223841088e-10,1.09969225616799,0.305,0.102,3.54912991274478e-06,"2","Exosc9"
"Rab14",2.49641650329923e-10,0.474411209229965,0.715,0.378,3.59309227319858e-06,"2","Rab14"
"Camk2g",2.55628438582518e-10,1.23506851661274,0.318,0.11,3.67926011651818e-06,"2","Camk2g"
"Fam192a",2.59328526096072e-10,0.449222035251226,0.444,0.18,3.73251547610077e-06,"2","Fam192a"
"Thyn1",2.66639206245562e-10,0.595487910705601,0.391,0.152,3.83773809549237e-06,"2","Thyn1"
"Tmcc1",2.83218589509345e-10,0.772932201641842,0.371,0.141,4.07636515880801e-06,"2","Tmcc1"
"Ogt",2.87756436782708e-10,0.568400717092314,0.656,0.318,4.14167839461352e-06,"2","Ogt"
"Palm",2.90714992816357e-10,0.550660092084871,0.464,0.192,4.18426089160582e-06,"2","Palm"
"Rufy31",2.98796129974555e-10,0.460482937131516,0.563,0.268,4.30057269872378e-06,"2","Rufy3"
"Pnisr",3.22291054582552e-10,0.455110833940448,0.682,0.325,4.63873514860667e-06,"2","Pnisr"
"Ube2v21",3.45635093607928e-10,0.262513066843682,0.609,0.3,4.97472590229891e-06,"2","Ube2v2"
"Arpc31",3.58796711611528e-10,0.219804577476385,0.828,0.458,5.16416107022472e-06,"2","Arpc3"
"Celf31",3.79209500975116e-10,0.658506786117124,0.464,0.196,5.45796234753484e-06,"2","Celf3"
"Dpf1",3.91818032475801e-10,0.93243561055764,0.371,0.139,5.63943694142421e-06,"2","Dpf1"
"Eapp",3.92787916059766e-10,0.504689488162056,0.404,0.157,5.65339647584822e-06,"2","Eapp"
"Mrpl15",4.15404591733233e-10,0.557263471806751,0.57,0.259,5.97891828881642e-06,"2","Mrpl15"
"Tmem208",4.15898391261127e-10,0.631350730859497,0.444,0.189,5.98602554542141e-06,"2","Tmem208"
"Enah",4.17344645017478e-10,0.985061020345757,0.424,0.173,6.00684147573656e-06,"2","Enah"
"Cct71",4.31526753474642e-10,0.27731574684001,0.881,0.539,6.21096456276052e-06,"2","Cct7"
"Inpp5f",4.42546894475131e-10,0.751282600880874,0.331,0.119,6.36957745218056e-06,"2","Inpp5f"
"Maz",4.46224755326506e-10,0.867844383301716,0.344,0.124,6.42251290341439e-06,"2","Maz"
"2310036O22Rik",4.53517640634748e-10,0.396292581691679,0.808,0.46,6.52747940165592e-06,"2","2310036O22Rik"
"Cadm4",4.85057860873153e-10,0.504734485541009,0.503,0.221,6.98143779154729e-06,"2","Cadm4"
"Hnrnpdl",4.99183866647867e-10,0.384339761707778,0.795,0.441,7.18475339266276e-06,"2","Hnrnpdl"
"Prmt1",5.06494779411925e-10,0.339169306686377,0.921,0.553,7.28997936007584e-06,"2","Prmt1"
"Fam220a",5.17609534549884e-10,0.602858477888276,0.583,0.297,7.44995403077648e-06,"2","Fam220a"
"Pabpn1",5.58008317774097e-10,0.614011561126208,0.556,0.258,8.03141371772258e-06,"2","Pabpn1"
"Rala",5.60499118532592e-10,0.420439047837498,0.689,0.372,8.0672638130396e-06,"2","Rala"
"Arpc1a1",5.70812033297673e-10,0.232643031513902,0.728,0.379,8.21569759525341e-06,"2","Arpc1a"
"Hsdl1",6.07158823829363e-10,0.545838828121728,0.325,0.11,8.73883695137602e-06,"2","Hsdl1"
"Mob4",6.61767317668159e-10,0.330582721952807,0.444,0.18,9.52481700319781e-06,"2","Mob4"
"Vps72",6.78419307050098e-10,0.507158770141879,0.609,0.306,9.76448908637205e-06,"2","Vps72"
"Nt5c",7.0264106616449e-10,0.402908648017703,0.397,0.163,1.01131128653055e-05,"2","Nt5c"
"Mcmbp",7.06892780323341e-10,0.77848692132072,0.278,0.089,1.01743077871938e-05,"2","Mcmbp"
"Ier2",7.07838952218654e-10,0.983890925716749,0.411,0.174,1.01879260392831e-05,"2","Ier2"
"Ddah21",7.12031965855727e-10,0.295474700790707,0.901,0.537,1.02482760845615e-05,"2","Ddah2"
"Sfswap",7.24700835983439e-10,0.614480193850218,0.477,0.211,1.04306191323096e-05,"2","Sfswap"
"Sec621",7.40723391512494e-10,0.281757319508561,0.563,0.277,1.06612317740393e-05,"2","Sec62"
"Serpini1",7.43891109582303e-10,0.911023951203588,0.291,0.095,1.07068247402181e-05,"2","Serpini1"
"Jun",7.56279266121463e-10,0.507123171734005,0.656,0.343,1.08851274772862e-05,"2","Jun"
"Map2",7.87037516164342e-10,0.762789962639441,0.536,0.262,1.13278309701534e-05,"2","Map2"
"Samd10",7.88588072711295e-10,1.38693714179399,0.252,0.076,1.13501481305337e-05,"2","Samd10"
"Acin11",8.98000260951923e-10,0.283324574346473,0.675,0.344,1.2924917755881e-05,"2","Acin1"
"D930015E06Rik",9.45974190738197e-10,0.95182252743707,0.358,0.141,1.36154065272949e-05,"2","D930015E06Rik"
"Mien1",9.53591435119763e-10,0.466611144736919,0.662,0.348,1.37250415256787e-05,"2","Mien1"
"Ina",9.62364202555309e-10,0.617822681786965,0.424,0.167,1.38513079673786e-05,"2","Ina"
"Ankrd12",9.68516924979661e-10,0.561389284081102,0.45,0.189,1.39398641012323e-05,"2","Ankrd12"
