"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mta2",1.25534998566612e-09,0.747560993738423,0.392,0.151,1.80682523436925e-05,"3","Mta2"
"Tmem60",1.29018143131111e-09,0.57596648176429,0.375,0.134,1.85695813408608e-05,"3","Tmem60"
"Atp6v1e12",1.31566471861432e-09,0.378192460860709,0.7,0.347,1.8936362295016e-05,"3","Atp6v1e1"
"Srsf111",1.42283303755993e-09,0.436179767493048,0.858,0.468,2.04788359096e-05,"3","Srsf11"
"Pard6g1",1.42490196609763e-09,0.656272533810224,0.325,0.109,2.05086139980432e-05,"3","Pard6g"
"Maf11",1.49838582656184e-09,0.310977466429738,0.675,0.324,2.15662672017045e-05,"3","Maf1"
"Epha31",1.50912115068791e-09,0.982598729892772,0.4,0.155,2.17207807218511e-05,"3","Epha3"
"Pik3r1",1.60912176545998e-09,1.63336885701067,0.25,0.073,2.31600895702655e-05,"3","Pik3r1"
"Ubn2",1.72843305720086e-09,0.898962691180027,0.35,0.12,2.48773369922919e-05,"3","Ubn2"
"Ywhab1",1.74316808734791e-09,0.280172465725931,0.775,0.382,2.50894182811984e-05,"3","Ywhab"
"Scoc1",1.79804671858746e-09,0.637102384828409,0.375,0.136,2.58792864206293e-05,"3","Scoc"
"Zscan21",1.79964504253229e-09,0.771842827225791,0.292,0.091,2.59022910971673e-05,"3","Zscan21"
"Yipf5",1.83843998807776e-09,1.11298584732534,0.342,0.119,2.64606667484032e-05,"3","Yipf5"
"Kif5b",1.94512960065817e-09,0.392662901157405,0.633,0.307,2.79962503422731e-05,"3","Kif5b"
"Zbtb181",1.96995730544854e-09,0.642266747090096,0.492,0.203,2.83535954973208e-05,"3","Zbtb18"
"Snapin",1.98321234156262e-09,0.523906012245733,0.333,0.112,2.85443752321108e-05,"3","Snapin"
"Cdk5rap3",2.01072226555498e-09,0.426888787107348,0.375,0.141,2.89403255681328e-05,"3","Cdk5rap3"
"Cmpk11",2.06481451628173e-09,0.330304361230217,0.625,0.293,2.97188753328429e-05,"3","Cmpk1"
"Hadha",2.1138477901618e-09,0.991512014405413,0.308,0.101,3.04246112437987e-05,"3","Hadha"
"Lman2",2.13608642340912e-09,1.01270168435668,0.275,0.084,3.07446918921275e-05,"3","Lman2"
"Fiz1",2.19511643015432e-09,1.24095422815515,0.292,0.092,3.15943107792112e-05,"3","Fiz1"
"Preb",2.24765814611122e-09,0.700824452236321,0.3,0.099,3.23505436969788e-05,"3","Preb"
"Nfkbia",2.25729614522924e-09,1.38418840150256,0.267,0.08,3.24892634182845e-05,"3","Nfkbia"
"Fbxo211",2.26645172056867e-09,0.76461598325873,0.375,0.141,3.26210396141448e-05,"3","Fbxo21"
"Vps721",2.30340220494047e-09,0.679351403920785,0.633,0.315,3.31528679357082e-05,"3","Vps72"
"Phpt1",2.35342599495038e-09,0.245462885551883,0.433,0.165,3.38728603453208e-05,"3","Phpt1"
"Dpcd",2.40391469841576e-09,0.606662392003401,0.325,0.109,3.4599544254298e-05,"3","Dpcd"
"Cplx21",2.40817185888537e-09,1.0948450243373,0.317,0.108,3.46608175649371e-05,"3","Cplx2"
"Akt2",2.42734028040503e-09,0.504732785625367,0.267,0.08,3.49367086558697e-05,"3","Akt2"
"Ddx241",2.45600971750939e-09,0.459227142233841,0.5,0.21,3.53493478641127e-05,"3","Ddx24"
"Sfrp11",2.45845299285217e-09,0.364498022419552,0.367,0.129,3.53845139261212e-05,"3","Sfrp1"
"Atp6v0e21",2.47441143870481e-09,0.459006279554581,0.575,0.269,3.56142038372784e-05,"3","Atp6v0e2"
"Kdm5b1",2.64034700421049e-09,0.888397723691419,0.433,0.175,3.80025144316016e-05,"3","Kdm5b"
"Farsa",2.67271117164954e-09,0.922180299418726,0.4,0.157,3.84683318935519e-05,"3","Farsa"
"Trpc4ap1",2.72914650211996e-09,0.819582377592361,0.425,0.172,3.92806056050125e-05,"3","Trpc4ap"
"Polr2k1",2.80203475725978e-09,0.336801360309226,0.675,0.342,4.032968626124e-05,"3","Polr2k"
"Cdc261",2.89307134897653e-09,0.358212501426793,0.6,0.29,4.16399759258192e-05,"3","Cdc26"
"Mpzl11",2.9315776765532e-09,0.591809381642034,0.4,0.15,4.21941974986302e-05,"3","Mpzl1"
"Slc35b11",2.98911875209297e-09,0.484525771972666,0.442,0.176,4.30223861988742e-05,"3","Slc35b1"
"Lrrc58",3.01233567975047e-09,1.16990016466317,0.3,0.101,4.33565474386485e-05,"3","Lrrc58"
"Arglu11",3.14853476049869e-09,0.845072203214413,0.5,0.231,4.53168608078576e-05,"3","Arglu1"
"Ubald2",3.60847408562415e-09,0.321781948892058,0.767,0.417,5.19367675143884e-05,"3","Ubald2"
"Cdk41",3.68619275235265e-09,0.276550120441314,0.933,0.646,5.30553722846117e-05,"3","Cdk4"
"Sbk12",3.71035354564636e-09,0.477805583619947,0.65,0.326,5.3403118582488e-05,"3","Sbk1"
"Gdi11",3.73622243124557e-09,0.564611274351463,0.7,0.361,5.37754494529175e-05,"3","Gdi1"
"Ip6k21",3.83661640562085e-09,0.663999384760022,0.567,0.269,5.52204199261009e-05,"3","Ip6k2"
"March5",3.83661640562085e-09,0.413633631355549,0.567,0.269,5.52204199261009e-05,"3","March5"
"Gpx41",3.99442527761797e-09,0.310751923558224,0.883,0.559,5.74917630207555e-05,"3","Gpx4"
"H3f3b",4.01279369151956e-09,0.39843511834062,1,0.871,5.7756139602041e-05,"3","H3f3b"
"Nsg21",4.42647056786884e-09,0.370299562063897,0.875,0.447,6.37101908833362e-05,"3","Nsg2"
"Eif3d2",4.47624122474969e-09,0.45435645293866,0.617,0.298,6.44265399478223e-05,"3","Eif3d"
"Gria21",4.54444767346194e-09,0.384108465621428,0.692,0.321,6.54082353641376e-05,"3","Gria2"
"Lix1",4.56505283574603e-09,1.07530812645986,0.25,0.076,6.57048054648926e-05,"3","Lix1"
"Stard3",4.65202237650902e-09,0.920974850572423,0.25,0.074,6.69565580650943e-05,"3","Stard3"
"Echs1",4.69589562403232e-09,0.495365186106624,0.508,0.235,6.75880257166972e-05,"3","Echs1"
"Tbpl11",4.82210552661388e-09,0.686922284254583,0.425,0.179,6.94045648445536e-05,"3","Tbpl1"
"Ndufa101",4.87470920620982e-09,0.28239782192818,0.667,0.346,7.0161689604978e-05,"3","Ndufa10"
"Guf11",4.91050586372895e-09,0.773785882611858,0.375,0.143,7.06769108966508e-05,"3","Guf1"
"Arhgef2",4.92290604029232e-09,1.02426313278244,0.333,0.116,7.08553866379273e-05,"3","Arhgef2"
"Chn11",5.0410935102199e-09,1.3574332929221,0.3,0.104,7.2556458892595e-05,"3","Chn1"
"Ngrn",5.08586298854448e-09,0.784084601964914,0.325,0.116,7.32008259941207e-05,"3","Ngrn"
"Hdac5",5.10732584073749e-09,0.908854891392962,0.292,0.094,7.35097408257348e-05,"3","Hdac5"
"Cfl2",5.17472872925451e-09,0.314750720383643,0.8,0.44,7.44798706001602e-05,"3","Cfl2"
"Dstn1",5.23226780026989e-09,0.303056540652623,0.892,0.508,7.53080304492845e-05,"3","Dstn"
"Clip31",5.25838473397338e-09,0.460957132307018,0.592,0.277,7.56839314760788e-05,"3","Clip3"
"Ssbp1",5.35067434296203e-09,0.348593740786956,0.55,0.249,7.70122558182525e-05,"3","Ssbp1"
"Nono",5.46597063605901e-09,0.367830997874875,0.883,0.548,7.86717153647973e-05,"3","Nono"
"Hdac1",5.6315466262699e-09,0.198126369470493,0.333,0.115,8.10548505919027e-05,"3","Hdac1"
"Rps91",5.70746463420522e-09,0.325823004729815,1,0.895,8.21475384801157e-05,"3","Rps9"
"Cyth21",5.88299297130903e-09,0.442200781039088,0.775,0.403,8.46739178360509e-05,"3","Cyth2"
"Rab8a",5.90231782443399e-09,0.381275575113944,0.408,0.165,8.49520604470784e-05,"3","Rab8a"
"Zfp622",6.07182938142653e-09,0.886711332391726,0.275,0.088,8.73918402868721e-05,"3","Zfp622"
"Slc38a11",6.12700587112708e-09,1.15640481757311,0.367,0.147,8.81859955031321e-05,"3","Slc38a1"
"Ubxn4",6.40749012503331e-09,0.468455392660037,0.475,0.203,9.22230053696044e-05,"3","Ubxn4"
"Mrps23",6.63657995806436e-09,0.269905120011409,0.417,0.164,9.55202953364203e-05,"3","Mrps23"
"Csde11",6.67717119065393e-09,0.417622170795065,0.6,0.28,9.6104524947082e-05,"3","Csde1"
"Rbm171",6.71817510247576e-09,0.490496352322145,0.592,0.28,9.66946942499336e-05,"3","Rbm17"
"Mpv17l2",6.81825716867125e-09,0.819421818848589,0.283,0.092,9.81351754286852e-05,"3","Mpv17l2"
"Pcbp4",6.88736004469618e-09,0.273169454240431,0.675,0.346,9.91297731233121e-05,"3","Pcbp4"
"Tprgl1",7.10822753389283e-09,0.322661597501012,0.483,0.214,0.00010230871889532,"3","Tprgl"
"Nrbp1",7.16582055487707e-09,0.558499535910306,0.375,0.141,0.000103137655246346,"3","Nrbp1"
"Ahsa22",7.17793728721712e-09,0.296123914182479,0.617,0.304,0.000103312051374916,"3","Ahsa2"
"Apex11",7.18422935909094e-09,0.244538711304945,0.7,0.36,0.000103402613165396,"3","Apex1"
"Mapk81",7.25499739560159e-09,0.712541036275323,0.358,0.132,0.000104421177514894,"3","Mapk8"
"Mrpl35",7.37028956017649e-09,0.403133495104512,0.367,0.136,0.00010608057763962,"3","Mrpl35"
"Tmem199",7.56618048476692e-09,0.849396805616373,0.267,0.084,0.00010890003571725,"3","Tmem199"
"Cald1",7.71436609311482e-09,0.769649707649411,0.367,0.137,0.000111032871178202,"3","Cald1"
"Srp721",7.75098028301176e-09,0.291017836028215,0.475,0.21,0.000111559859213388,"3","Srp72"
"Smc1a",8.13691096669518e-09,0.381598874688844,0.458,0.19,0.000117114559543644,"3","Smc1a"
"Aff41",8.49818604358669e-09,0.846569434144342,0.317,0.111,0.000122314391725343,"3","Aff4"
"Zfp4221",8.87359508118888e-09,0.205241011154792,0.592,0.284,0.000127717654003551,"3","Zfp422"
"Rbm61",8.90737486293596e-09,0.789162272685735,0.4,0.161,0.000128203846402237,"3","Rbm6"
"Pdcd61",9.27971193696641e-09,0.338773887248292,0.533,0.252,0.000133562893908758,"3","Pdcd6"
"Fam168a1",9.37952139848067e-09,1.16809899239437,0.383,0.154,0.000134999451488332,"3","Fam168a"
"Rchy11",9.42389158509589e-09,0.581505138932146,0.5,0.224,0.000135638071584285,"3","Rchy1"
"Slc39a7",9.46887470841438e-09,0.806988006629415,0.308,0.106,0.000136285513678208,"3","Slc39a7"
"Dcaf8",9.58045808600054e-09,0.936137526654432,0.333,0.122,0.000137891533231806,"3","Dcaf8"
"Commd2",9.59328579355538e-09,0.544653588345473,0.4,0.155,0.000138076162426643,"3","Commd2"
"Sod21",9.60027787800744e-09,0.426198267570131,0.483,0.213,0.000138176799498161,"3","Sod2"
"Tmem1781",9.77639902088237e-09,1.05386854950763,0.308,0.109,0.00014071171110756,"3","Tmem178"
"Tax1bp11",9.98128450772138e-09,0.277244395250363,0.483,0.22,0.000143660627919634,"3","Tax1bp1"
"Ythdf21",1.01334579311418e-08,1.00209850088803,0.417,0.176,0.000145850860002924,"3","Ythdf2"
"Nabp2",1.02301124667908e-08,0.487810565862368,0.508,0.235,0.000147242008734519,"3","Nabp2"
"Slmo2",1.0277830368181e-08,0.369327518546294,0.367,0.143,0.000147928812489229,"3","Slmo2"
"Cript1",1.11595416712955e-08,0.196891619187603,0.717,0.375,0.000160619283274956,"3","Cript"
"Ctbp1",1.11884687215682e-08,0.267688851887496,0.775,0.408,0.000161035630309532,"3","Ctbp1"
"Vrk1",1.1391059224664e-08,0.874334704216829,0.308,0.109,0.00016395151542059,"3","Vrk1"
"Iscu",1.14706443144193e-08,0.427844920772923,0.417,0.169,0.000165096983617436,"3","Iscu"
"Gm37641",1.18538889294179e-08,0.252152590795117,0.833,0.441,0.000170613023361112,"3","Gm3764"
"Trafd1",1.19051989610376e-08,0.709825725364991,0.325,0.116,0.000171351528646214,"3","Trafd1"
"Paip2",1.25135873809245e-08,0.35517825045725,0.825,0.471,0.000180108063173646,"3","Paip2"
"Kat6b",1.2876813511228e-08,1.30409886367781,0.283,0.097,0.000185335976867104,"3","Kat6b"
"Tmem571",1.29228329598551e-08,0.725037081538041,0.483,0.211,0.000185998334791194,"3","Tmem57"
"Map4k41",1.3050969209352e-08,0.418312099439706,0.567,0.261,0.000187842599830203,"3","Map4k4"
"Sirt2",1.31383162439912e-08,0.328146303343528,0.508,0.223,0.000189099785699766,"3","Sirt2"
"Txn22",1.31789468327143e-08,0.305798551821492,0.642,0.314,0.000189684581763257,"3","Txn2"
"Mettl23",1.35724021137057e-08,0.448351076683755,0.492,0.224,0.000195347583622567,"3","Mettl23"
"Acd",1.40740975925488e-08,0.622753022084551,0.358,0.134,0.000202568486649554,"3","Acd"
"Atp6v1b2",1.44682679403959e-08,0.596682161552335,0.358,0.134,0.000208241780466118,"3","Atp6v1b2"
"Csnk1a1",1.48227133640763e-08,0.610883710486249,0.717,0.385,0.000213343313449151,"3","Csnk1a1"
"Zfp410",1.48416904347616e-08,0.68779110473077,0.267,0.084,0.000213616450427524,"3","Zfp410"
"Chmp1a1",1.50887832428225e-08,0.727709285349798,0.475,0.214,0.000217172857213944,"3","Chmp1a"
"Mthfd2l",1.51795944243869e-08,0.640980711357377,0.367,0.14,0.000218479902550201,"3","Mthfd2l"
"Psmd71",1.53329381973872e-08,0.279953420886231,0.717,0.389,0.000220686979474994,"3","Psmd7"
"Npdc11",1.61756729672136e-08,0.291680989444334,0.683,0.343,0.000232816461017106,"3","Npdc1"
"Flot11",1.6928568178665e-08,0.849636415141506,0.317,0.118,0.000243652881795525,"3","Flot1"
"Hnrnpc1",1.73295605138899e-08,0.211586455287059,0.917,0.562,0.000249424364476418,"3","Hnrnpc"
"Ctbp2",1.77399761339772e-08,0.665672808400832,0.292,0.099,0.000255331476496333,"3","Ctbp2"
"Nipsnap11",1.78671820621148e-08,0.59070010735101,0.475,0.216,0.000257162351420019,"3","Nipsnap1"
"Dpf2",1.80905162127657e-08,0.216169983957163,0.308,0.109,0.000260376799850337,"3","Dpf2"
"Emc102",1.83836667358397e-08,0.34043424522426,0.675,0.349,0.000264596115328941,"3","Emc10"
"Wipi2",1.90334968206189e-08,0.618924959897812,0.283,0.094,0.000273949119739167,"3","Wipi2"
"Psme2",1.910307926927e-08,0.336239164004919,0.517,0.231,0.000274950619922603,"3","Psme2"
"Erp29",1.94010563238151e-08,0.54582394029584,0.575,0.28,0.000279239403668671,"3","Erp29"
"Cmc1",2.00335771913517e-08,0.632635968409747,0.317,0.112,0.000288343276515126,"3","Cmc1"
"Zmiz1",2.02622680559438e-08,1.12311600893069,0.367,0.148,0.000291634824129198,"3","Zmiz1"
"Mrpl20",2.0404550940028e-08,0.280190875025289,0.733,0.399,0.000293682701679823,"3","Mrpl20"
"Tsn1",2.11623646135427e-08,0.363746544402018,0.767,0.406,0.000304589913882719,"3","Tsn"
"Narf",2.12996431607248e-08,1.3323776407459,0.25,0.078,0.000306565764012311,"3","Narf"
"Deb11",2.1908403586694e-08,0.408104567872172,0.425,0.172,0.000315327652823287,"3","Deb1"
"Chic21",2.33787516493128e-08,0.78152120232645,0.358,0.14,0.000336490372488558,"3","Chic2"
"Stk251",2.34752553115425e-08,0.3815049183635,0.5,0.238,0.000337879349699032,"3","Stk25"
"Hdac21",2.4261973377742e-08,0.376166483522842,0.808,0.466,0.00034920258282584,"3","Hdac2"
"Spcs2",2.48166052346767e-08,0.313849488331833,0.608,0.297,0.000357185399142702,"3","Spcs2"
"Dnaja11",2.50527032403258e-08,0.267515383336849,0.942,0.623,0.000360583557738009,"3","Dnaja1"
"Thoc2",2.57269143876533e-08,0.306478080773014,0.442,0.181,0.000370287478781495,"3","Thoc2"
"Kdelr11",2.57591439420394e-08,0.428220746739914,0.467,0.196,0.000370751358757774,"3","Kdelr1"
"Daxx",2.61088920080998e-08,1.1728070692891,0.25,0.08,0.00037578528267258,"3","Daxx"
"Rraga",2.75920461242655e-08,0.306071044711454,0.525,0.246,0.000397132319866553,"3","Rraga"
"Ptpn11",2.76799180807013e-08,0.776699079956917,0.408,0.165,0.000398397060935534,"3","Ptpn1"
"Papola",2.82375704250684e-08,0.527821494831434,0.6,0.298,0.000406423351128009,"3","Papola"
"Psmd13",2.88305205539632e-08,0.215191562607254,0.608,0.297,0.000414957682333193,"3","Psmd13"
"Oser1",2.93386444076537e-08,0.939232699215483,0.292,0.101,0.00042227110895936,"3","Oser1"
"Pigp2",2.98159568161267e-08,0.473593939487716,0.433,0.185,0.000429141066454512,"3","Pigp"
"Dpysl51",3.07642836435589e-08,0.696575498869943,0.508,0.241,0.000442790334481743,"3","Dpysl5"
"Sec11a1",3.13008862544514e-08,0.481629365784419,0.525,0.246,0.000450513655860319,"3","Sec11a"
"Mrpl41",3.23333195253914e-08,0.54803371590739,0.525,0.256,0.000465373467928958,"3","Mrpl41"
"Srp91",3.23931606931393e-08,0.237346368639566,0.742,0.391,0.000466234761856353,"3","Srp9"
"Ehbp1",3.40468494669828e-08,1.01415496533941,0.258,0.083,0.000490036304378283,"3","Ehbp1"
"Actl6a",3.54878178472866e-08,0.607096905386018,0.542,0.272,0.000510776162275997,"3","Actl6a"
"Ssr2",3.56162423623639e-08,0.240690746942294,0.633,0.312,0.000512624576321504,"3","Ssr2"
"Proser11",3.56505212632413e-08,1.11914446090096,0.342,0.132,0.000513117952541832,"3","Proser1"
"Commd32",3.57525587079776e-08,0.348705984831655,0.642,0.326,0.000514586577483922,"3","Commd3"
"Atg1011",3.63429527413601e-08,0.584521656742191,0.392,0.165,0.000523084118806396,"3","Atg101"
"Snrnp40",3.67180517894445e-08,0.667345982092053,0.508,0.23,0.000528482919405475,"3","Snrnp40"
"Palm1",3.72691645921207e-08,0.607301904053369,0.45,0.206,0.000536415085974393,"3","Palm"
"Llph1",3.86185052589119e-08,0.192544841169373,0.567,0.259,0.000555836146191519,"3","Llph"
"Pbrm1",3.87806945429494e-08,0.610156437186838,0.483,0.218,0.000558170536556671,"3","Pbrm1"
"Hdgfrp2",3.9105073135003e-08,0.801821629659745,0.333,0.125,0.000562839317632098,"3","Hdgfrp2"
"Gnb11",3.92998904311279e-08,0.458189567113554,0.742,0.403,0.000565643322975224,"3","Gnb1"
"Krit11",3.95521105402779e-08,1.00744062145843,0.492,0.227,0.00056927352700622,"3","Krit1"
"Mapk71",4.23268711175649e-08,0.417814111146882,0.317,0.118,0.000609210655995112,"3","Mapk7"
"Ndufa61",4.32343385118095e-08,0.245754502921051,0.742,0.424,0.000622271834200475,"3","Ndufa6"
"Bre",4.50101622128486e-08,0.640610072329958,0.258,0.087,0.000647831264729529,"3","Bre"
"Sh3bp11",4.53211347101999e-08,0.474566759302831,0.517,0.242,0.000652307091883908,"3","Sh3bp1"
"Usp221",4.55850714562356e-08,0.695344055273747,0.5,0.238,0.0006561059334696,"3","Usp22"
"2310011J03Rik",4.68066813714233e-08,0.916633732217169,0.25,0.08,0.000673688564978896,"3","2310011J03Rik"
"Rps27rt1",4.70101649511558e-08,0.27538192996085,0.517,0.235,0.000676617304141985,"3","Rps27rt"
"Eif2a",4.73056440213962e-08,0.503439425526772,0.45,0.199,0.000680870134399956,"3","Eif2a"
"Ttc1",4.7499740479701e-08,0.5352296101416,0.392,0.162,0.000683663764724337,"3","Ttc1"
"Ppp1r2",4.8527624028402e-08,0.402602542974905,0.383,0.157,0.000698458092640789,"3","Ppp1r2"
"Ppp1cb1",4.90757563957652e-08,0.34643840112022,0.542,0.261,0.000706347361804248,"3","Ppp1cb"
"Btf3l41",5.02119225275123e-08,0.276892930141229,0.7,0.378,0.000722700200938485,"3","Btf3l4"
"Stx161",5.23462214889779e-08,1.11257925014548,0.433,0.199,0.000753419165890859,"3","Stx16"
"Bcl10",5.28309226224821e-08,0.775832815465341,0.308,0.112,0.000760395469305385,"3","Bcl10"
"Fam32a1",5.33437804878786e-08,0.654100584150022,0.483,0.231,0.000767777032562037,"3","Fam32a"
"Mrps35",5.37352032470618e-08,0.804830378476421,0.317,0.116,0.000773410780334961,"3","Mrps35"
"Ndufb5",5.69766604550949e-08,0.320019022225947,0.85,0.489,0.000820065073930181,"3","Ndufb5"
"Acin12",5.8311063421475e-08,0.251017891110489,0.667,0.36,0.00083927113582529,"3","Acin1"
"Rbbp61",5.83800291308659e-08,0.612084342088875,0.475,0.221,0.000840263759280553,"3","Rbbp6"
"Calr1",5.89935842027805e-08,0.288634592274401,0.75,0.438,0.00084909465743062,"3","Calr"
"Tspyl11",6.02976169299997e-08,0.915281024409734,0.358,0.141,0.000867863600473486,"3","Tspyl1"
"Acbd61",6.06429109009715e-08,0.228370378970035,0.525,0.251,0.000872833416597683,"3","Acbd6"
"Ccdc50",6.24802356777348e-08,1.04015638391203,0.317,0.12,0.000899278032109637,"3","Ccdc50"
"R3hcc1",6.29393114675813e-08,0.791553476220815,0.275,0.094,0.000905885509952898,"3","R3hcc1"
"Top1",6.56702943625926e-08,0.199614705740903,0.875,0.492,0.000945192546760796,"3","Top1"
"Ppp1r14b",6.58483303597883e-08,0.330979617769067,0.583,0.296,0.000947755018868433,"3","Ppp1r14b"
"Magoh",6.6312675214167e-08,0.196806501466398,0.6,0.298,0.000954438334357506,"3","Magoh"
"Tbl3",6.65609680781916e-08,1.19533190233675,0.292,0.106,0.000958012013549411,"3","Tbl3"
"Napa",6.85556112388788e-08,0.547103518880152,0.5,0.242,0.000986720912561182,"3","Napa"
"Pbx11",6.90202135259672e-08,0.392703418218476,0.675,0.343,0.000993407933279247,"3","Pbx1"
"Vcp1",6.96293568324163e-08,0.240488610473849,0.733,0.388,0.00100217533288897,"3","Vcp"
"Slc48a1",7.13689389609313e-08,1.0037317776063,0.267,0.092,0.00102721313846468,"3","Slc48a1"
"Pigx1",7.32892522925069e-08,0.806291976055274,0.392,0.171,0.00105485220824605,"3","Pigx"
"Pum2",7.34586928339588e-08,0.854376480437304,0.308,0.112,0.00105729096595917,"3","Pum2"
"Dapk3",7.38175361843579e-08,0.374665683108936,0.342,0.133,0.00106245579830146,"3","Dapk3"
"Hdhd2",7.39252021901988e-08,0.292095682560208,0.392,0.157,0.00106400543512353,"3","Hdhd2"
"BC0055371",7.98163879338939e-08,0.668198476407781,0.358,0.141,0.00114879727153254,"3","BC005537"
"Ubap2l1",8.05100230808277e-08,0.521817537406647,0.483,0.221,0.00115878076220235,"3","Ubap2l"
"Nras",8.36383575968231e-08,0.646056268192339,0.367,0.147,0.00120380688089107,"3","Nras"
"Tdg1",8.38118193270534e-08,0.257911478460041,0.425,0.188,0.00120630351557428,"3","Tdg"
"Cacfd1",8.8317946918265e-08,0.28468306123695,0.4,0.162,0.00127116020999459,"3","Cacfd1"
"R3hdm41",8.97522575153424e-08,0.423376894990883,0.65,0.336,0.00129180424241832,"3","R3hdm4"
"Psmd12",9.03685082387589e-08,0.43251230465286,0.433,0.19,0.00130067393908046,"3","Psmd12"
"Ttc5",9.07593127466921e-08,0.641910306976326,0.283,0.101,0.00130629878836314,"3","Ttc5"
"Uqcrc2",9.29228944312479e-08,0.310848726566089,0.717,0.389,0.00133743921954895,"3","Uqcrc2"
"Emg1",9.33222497301201e-08,0.185050706791717,0.617,0.312,0.00134318714036562,"3","Emg1"
"Trmt1l",9.52919577722181e-08,1.28268944217314,0.275,0.098,0.00137153714821553,"3","Trmt1l"
"Med221",9.52924455769961e-08,0.528403250121842,0.567,0.29,0.0013715441691897,"3","Med22"
"Bag5",9.59406502961126e-08,0.788506049681282,0.3,0.109,0.00138087377971195,"3","Bag5"
"Mrpl46",9.73579421998886e-08,1.02626863822371,0.25,0.083,0.001401272862083,"3","Mrpl46"
"Basp11",9.88709703051837e-08,0.353454662789165,0.775,0.42,0.00142304987560251,"3","Basp1"
"Nelfe",1.01253829983575e-07,0.304945716349523,0.367,0.15,0.0014573463749536,"3","Nelfe"
"Mat2a1",1.03226306395993e-07,0.660992607628418,0.517,0.256,0.00148573622795752,"3","Mat2a"
"Rab6b1",1.03485632666443e-07,0.683508567857432,0.333,0.129,0.00148946871096811,"3","Rab6b"
"Scand1",1.10131909094822e-07,0.325981837041441,0.708,0.395,0.00158512856760177,"3","Scand1"
"Thap3",1.1291410772193e-07,0.533168980356059,0.267,0.091,0.00162517275244174,"3","Thap3"
"Rbm51",1.14704768408165e-07,0.431645781538342,0.542,0.263,0.00165094573169872,"3","Rbm5"
"Samm50",1.15631144785256e-07,0.703366741519837,0.367,0.157,0.00166427906689418,"3","Samm50"
"Lamtor41",1.16485041355602e-07,0.224842458895074,0.55,0.261,0.00167656920023119,"3","Lamtor4"
"Fbxo44",1.17808843701526e-07,1.09209185736234,0.258,0.088,0.00169562268739606,"3","Fbxo44"
"Becn1",1.18152474734734e-07,0.676510764667027,0.325,0.125,0.00170056856885703,"3","Becn1"
"Cpsf3l",1.2147686268878e-07,0.282347740364961,0.308,0.116,0.00174841648467961,"3","Cpsf3l"
"Robo21",1.21595005497736e-07,1.0781541717595,0.408,0.189,0.00175011691412891,"3","Robo2"
"Ube2b",1.23345608154888e-07,0.300807475116469,0.675,0.391,0.00177531333817331,"3","Ube2b"
"Prkrip1",1.2427603803514e-07,0.481994220045508,0.333,0.13,0.00178870501543977,"3","Prkrip1"
"Mrpl24",1.31672927180716e-07,0.537374074227928,0.467,0.218,0.00189516844091205,"3","Mrpl24"
"Bckdha",1.32100171212865e-07,0.228496063112582,0.35,0.141,0.00190131776426677,"3","Bckdha"
"Dync1i2",1.36043730259494e-07,0.192404087918847,0.725,0.374,0.0019580774096249,"3","Dync1i2"
"Copz1",1.40933822561227e-07,0.270634631392008,0.458,0.207,0.00202846050812373,"3","Copz1"
"Insm11",1.41629710875988e-07,0.792621950761891,0.3,0.113,0.00203847642863809,"3","Insm1"
"Pts",1.46333355821755e-07,0.813280624733735,0.275,0.097,0.00210617599034252,"3","Pts"
"Eif3m1",1.47075223485612e-07,0.200608165172284,0.775,0.434,0.00211685369162841,"3","Eif3m"
"Eif4h",1.50574196704419e-07,0.219216330397889,0.717,0.399,0.0021672144131667,"3","Eif4h"
"Atp6v1a",1.57633137863087e-07,0.677267402393902,0.267,0.092,0.0022688137532634,"3","Atp6v1a"
"Chd31",1.58823049502845e-07,0.412759617119286,0.7,0.384,0.00228594015149444,"3","Chd3"
"Osgep",1.60518634986736e-07,0.544048958229722,0.383,0.165,0.0023103447133641,"3","Osgep"
"Rhob1",1.60872596341099e-07,0.617226754903105,0.392,0.169,0.00231543927913744,"3","Rhob"
"Nisch1",1.68034098706386e-07,0.35565171732463,0.592,0.296,0.00241851478268101,"3","Nisch"
"Chmp2a",1.72351950471216e-07,0.249746179223978,0.683,0.354,0.00248066162313221,"3","Chmp2a"
"Odc11",1.77143867547496e-07,0.460044617190464,0.542,0.269,0.00254963168561111,"3","Odc1"
"Wdr6",1.77409408520108e-07,0.722538624341679,0.267,0.094,0.00255345361682992,"3","Wdr6"
"Cdk2ap2",1.78076183475728e-07,0.451816049372444,0.292,0.106,0.00256305050876615,"3","Cdk2ap2"
"Srsf5",1.78689352235831e-07,0.304648330605248,0.775,0.447,0.00257187584673032,"3","Srsf5"
"Rnf34",1.78995243995965e-07,0.200282227310665,0.358,0.146,0.00257627854683392,"3","Rnf34"
"Polr2m",1.79229820848144e-07,0.320044683604579,0.6,0.315,0.00257965481146734,"3","Polr2m"
"Elavl31",1.80125381894723e-07,0.342257191259463,0.783,0.419,0.00259254462161074,"3","Elavl3"
"Ube2g2",1.80555499076919e-07,0.243892165603003,0.358,0.151,0.00259873529821409,"3","Ube2g2"
"Spg211",1.81059849728979e-07,0.356070392448026,0.45,0.206,0.00260599441714919,"3","Spg21"
